# ra dec outfile
181.3744865990375 -1.7719801883054955 40049324494716909.png
181.33968424843678 -1.7703759604895215 40049324494716971.png
181.28302968706672 -1.7701386239089028 40049324494717027.png
181.3214466164764 -1.7690557507018696 40049324494717112.png
181.3192195111757 -1.7682138782844405 40049324494717114.png
181.36131913931567 -1.765232182026998 40049324494717238.png
181.37142396445935 -1.7647367484107028 40049324494717271.png
181.35891047594524 -1.7606823667367062 40049328789651929.png
181.23455006717612 -1.7583851410062306 40049328789652049.png
181.35549373494433 -1.7564439881467337 40049328789652161.png
181.2341610303037 -1.731726048362128 40049328789653522.png
181.2088783103044 -1.7256283024904784 40049328789653870.png
181.27470887029708 -1.7155863399173532 40049328789654458.png
181.2702653513714 -1.7091487320194092 40049328789654812.png
181.27921169895842 -1.7067576686625034 40049328789654963.png
181.2684551154694 -1.706407035707071 40049328789654992.png
181.2810817714836 -1.7053548658367088 40049328789655043.png
181.26144334323484 -1.6833588933077255 40049328789656366.png
181.2628174951226 -1.67498439324661 40049328789656812.png
181.2193943875632 -1.6570472589288296 40049328789657802.png
181.22774749496978 -1.6522040665513398 40049328789658063.png
181.28638528954986 -1.647734847001774 40049328789658332.png
181.29637144331232 -1.6337550484971384 40049328789659127.png
181.31516570582676 -1.6309921542529657 40049328789659292.png
181.26183499482698 -1.628016775674977 40049328789659461.png
181.26567086750055 -1.6273177088901885 40049328789659484.png
181.30875884023075 -1.6218110738510245 40049328789659789.png
181.22925389938854 -1.6208247577624175 40049328789659826.png
181.23371414439094 -1.6195126555249624 40049328789659902.png
181.2308424981935 -1.617895935063477 40049328789659982.png
181.24984679956512 -1.6134136301130104 40049328789660256.png
181.2421883331833 -1.6123346436079444 40049328789660298.png
181.32454681951054 -1.6076923758190966 40049328789660561.png
181.3006565101622 -1.599235966620047 40049328789661047.png
181.35111021007492 -1.5905607308014427 40049328789661526.png
181.30394611710958 -1.7646625215833673 40049328789677381.png
181.2850530476417 -1.7644205720003887 40049328789677385.png
181.32441961395426 -1.7636884813338636 40049328789677409.png
181.2705606218477 -1.763884157810034 40049328789677435.png
181.27014172884498 -1.7640388535131115 40049328789677436.png
181.3668953079097 -1.7625174082622441 40049328789677477.png
181.2635365357638 -1.7608830637141477 40049328789677536.png
181.24559303455717 -1.7610377591678985 40049328789677547.png
181.27068430382857 -1.760665947309488 40049328789677554.png
181.34918226025252 -1.7603036343655254 40049328789677558.png
181.31614893120337 -1.7582934094450335 40049328789677596.png
181.351015978944 -1.7593937813840619 40049328789677603.png
181.34045003369096 -1.7602963066887334 40049328789677624.png
181.3331999118936 -1.7574937438221545 40049328789677634.png
181.24218697929618 -1.7588740594476657 40049328789677643.png
181.28502273621604 -1.7587346980026524 40049328789677709.png
181.33687806837406 -1.7574678255971077 40049328789677727.png
181.2485648204559 -1.7569614025495248 40049328789677732.png
181.21613832745012 -1.755627768235344 40049328789677791.png
181.23760263587494 -1.7541167785335066 40049328789677882.png
181.27233972777373 -1.750953677862918 40049328789677978.png
181.26616576958693 -1.7511095937682406 40049328789678002.png
181.23962447940852 -1.749741496597448 40049328789678038.png
181.24437163592478 -1.7502690864216666 40049328789678046.png
181.27492407731788 -1.7491327601688218 40049328789678060.png
181.28140047782128 -1.7479391705444964 40049328789678094.png
181.23100424132073 -1.7468734080082478 40049328789678190.png
181.2740737650724 -1.7471933809598044 40049328789678193.png
181.25313825104223 -1.74450034483279 40049328789678269.png
181.2672698445842 -1.7433496382410436 40049328789678295.png
181.24014279010774 -1.7413051003275886 40049328789678366.png
181.2202025931647 -1.7407703211146281 40049328789678389.png
181.23158180832445 -1.7395088886873866 40049328789678415.png
181.22416774078792 -1.7387390842223414 40049328789678437.png
181.232936060291 -1.7342133513601197 40049328789678641.png
181.25179166973157 -1.7345078113421728 40049328789678655.png
181.24783768178972 -1.7333679665049295 40049328789678674.png
181.28409321342502 -1.7339657064798095 40049328789678750.png
181.22913620780443 -1.7333111099768534 40049328789678769.png
181.23953703646916 -1.7319674509486014 40049328789678834.png
181.387031776275 -1.727475115326684 40049328789679016.png
181.24492330804756 -1.7271611163093228 40049328789679118.png
181.26915946500657 -1.7253516199577754 40049328789679165.png
181.39339754874337 -1.7229477810099474 40049328789679325.png
181.24706219391723 -1.7150271429430708 40049328789679633.png
181.25020552490082 -1.7140886802493478 40049328789679659.png
181.23422028211726 -1.7132966322060197 40049328789679698.png
181.22720245657638 -1.709838193608342 40049328789679886.png
181.2097785631458 -1.7067115327436622 40049328789680021.png
181.2187559093731 -1.7049629822352923 40049328789680135.png
181.20787628469742 -1.701752742078696 40049328789680175.png
181.23416426054897 -1.703035182037366 40049328789680306.png
181.287963456587 -1.7018845004987855 40049328789680341.png
181.27144834683418 -1.6991306021273214 40049328789680435.png
181.28792283196887 -1.6969245010073737 40049328789680576.png
181.21400976821485 -1.6951543841711454 40049328789680628.png
181.24288447382398 -1.6937096606520443 40049328789680697.png
181.2370977206467 -1.6926436570254533 40049328789680764.png
181.23343581384782 -1.6910264698523583 40049328789680799.png
181.2650876512348 -1.6918064320830155 40049328789680811.png
181.2612163108525 -1.691688922095705 40049328789680837.png
181.26163368090607 -1.691124168653219 40049328789680839.png
181.26194210695812 -1.6915866097107026 40049328789680840.png
181.21359055498556 -1.6895634308975969 40049328789680856.png
181.23501044347583 -1.6903816578900146 40049328789680885.png
181.28181938944806 -1.6906063650646976 40049328789680891.png
181.2374902542317 -1.689222978010098 40049328789680939.png
181.2279923322585 -1.6891274503871783 40049328789680960.png
181.2713269487561 -1.689426381302389 40049328789680964.png
181.24570615476108 -1.6874413343384196 40049328789681037.png
181.22426544374312 -1.6865927134711887 40049328789681109.png
181.2240417669275 -1.685807461329065 40049328789681110.png
181.2831026505396 -1.6841624629226302 40049328789681190.png
181.26538951093204 -1.683398244057918 40049328789681203.png
181.21854896626098 -1.6832888761127947 40049328789681218.png
181.24426389182514 -1.6829872322959418 40049328789681243.png
181.21168971976135 -1.6832758496582012 40049328789681255.png
181.24633877198332 -1.6814780640666471 40049328789681342.png
181.21392451073694 -1.6807586246328463 40049328789681353.png
181.2852266678292 -1.6819618064981838 40049328789681393.png
181.25958145301925 -1.679122179076755 40049328789681468.png
181.24171975001738 -1.6770047074033123 40049328789681521.png
181.21598197096444 -1.676769960604677 40049328789681533.png
181.39257505167322 -1.6755401863617685 40049328789681562.png
181.26992778417863 -1.6761041211388301 40049328789681586.png
181.26585510109038 -1.6759564885347256 40049328789681594.png
181.2224429901627 -1.6743351087646257 40049328789681680.png
181.22202428503806 -1.6739196210856668 40049328789681681.png
181.23563645565866 -1.6744106889952488 40049328789681719.png
181.393241220629 -1.6730757552967552 40049328789681740.png
181.250850890186 -1.673003838788682 40049328789681758.png
181.39183863031795 -1.6706714385999082 40049328789681809.png
181.39287456893356 -1.669917401851775 40049328789681810.png
181.2471252415467 -1.6695977131540485 40049328789681874.png
181.26397682529478 -1.6700566211396193 40049328789681890.png
181.2265970989756 -1.6607212162512546 40049328789682264.png
181.26242773994883 -1.662237560134056 40049328789682290.png
181.23526088335373 -1.6609293657587305 40049328789682297.png
181.27520731078556 -1.6597945848441538 40049328789682326.png
181.21791237017123 -1.659789699982125 40049328789682354.png
181.2110538321664 -1.659033224966301 40049328789682379.png
181.2607830096037 -1.656428917764507 40049328789682576.png
181.2283594493878 -1.6541784940672486 40049328789682642.png
181.24538447390205 -1.6505631669417025 40049328789682780.png
181.2363664231835 -1.6520545360751637 40049328789682816.png
181.27202375440785 -1.648477477347231 40049328789683028.png
181.28389502856209 -1.6461308586693735 40049328789683265.png
181.2378097194804 -1.6440675624886352 40049328789683282.png
181.27625703278238 -1.6362642080788794 40049328789683621.png
181.23919354468998 -1.634265238597201 40049328789683702.png
181.30290002914577 -1.6331567964943232 40049328789683819.png
181.30342851090515 -1.6321882500821006 40049328789683820.png
181.21023872857708 -1.6314347706867607 40049328789683831.png
181.33674224682716 -1.6319349192328267 40049328789683838.png
181.32607112223758 -1.6320065628763052 40049328789683841.png
181.2989489564105 -1.6307405875065828 40049328789683918.png
181.2970367876372 -1.628985048702803 40049328789683919.png
181.29939330778026 -1.6311129171574936 40049328789683920.png
181.28018866430736 -1.628615840280674 40049328789683984.png
181.22565861427108 -1.6283450060676876 40049328789684068.png
181.24599751074376 -1.6277274879155403 40049328789684096.png
181.30245714278783 -1.6272688610649066 40049328789684098.png
181.30235252930302 -1.6267863531653983 40049328789684099.png
181.30281267807095 -1.6274947822667543 40049328789684100.png
181.32637943409807 -1.6264908239183573 40049328789684133.png
181.24136755653484 -1.6257263559015833 40049328789684138.png
181.2556498124952 -1.627033306012932 40049328789684351.png
181.2540832845085 -1.6260096730880866 40049328789684352.png
181.29710982690537 -1.620306158410422 40049328789684418.png
181.3130335284211 -1.6224030808358414 40049328789684496.png
181.31754035784158 -1.619571679754205 40049328789684546.png
181.22912020456937 -1.6168386562106087 40049328789684761.png
181.33011684936324 -1.617125635721569 40049328789684778.png
181.30507392813382 -1.6158657756171704 40049328789684862.png
181.2807428577716 -1.6145167695736922 40049328789684892.png
181.3063848322866 -1.61331064332305 40049328789684931.png
181.298375359988 -1.6119099420846463 40049328789684987.png
181.20838918440455 -1.6114301515885374 40049328789685026.png
181.26455802374863 -1.6122942087626129 40049328789685035.png
181.3396087694381 -1.606731304367104 40049328789685227.png
181.3501854104549 -1.605168326078744 40049328789685269.png
181.3507725076752 -1.606539849978268 40049328789685270.png
181.21507325321807 -1.6050842001868837 40049328789685352.png
181.28509863055928 -1.6047358918940267 40049328789685374.png
181.30269930009504 -1.6038105074695332 40049328789685394.png
181.2455269228687 -1.6053281652828149 40049328789685407.png
181.24618654715914 -1.603985679181114 40049328789685408.png
181.24483069517947 -1.6039136294667893 40049328789685410.png
181.34124453864675 -1.6029697920120713 40049328789685497.png
181.34310029189126 -1.6023665286799655 40049328789685498.png
181.3425325648698 -1.6024463124842712 40049328789685499.png
181.31255202794244 -1.602242511003933 40049328789685530.png
181.2164527164041 -1.601751460782727 40049328789685543.png
181.28813879072396 -1.6004365214080776 40049328789685549.png
181.25792222924954 -1.5996499462715028 40049328789685629.png
181.31318842077474 -1.5980386690092214 40049328789685664.png
181.3218719559943 -1.5961742023038161 40049328789685748.png
181.2981778409274 -1.596808943053276 40049328789685752.png
181.27370448887993 -1.5959033724070852 40049328789685825.png
181.29217903881076 -1.5950018727472355 40049328789685837.png
181.23389095662387 -1.5921222054219513 40049328789686043.png
181.3164831108362 -1.5894044153728972 40049328789686166.png
181.2460554813083 -1.587209833048358 40049328789686260.png
181.240201041419 -1.5887957285863124 40049328789686279.png
181.24020557030303 -1.5891300585333756 40049328789686280.png
181.2680288432976 -1.5888305998485552 40049328789686296.png
181.27647969647967 -1.5875292373050833 40049328789686334.png
181.23417303078992 -1.5853077912189284 40049328789686386.png
181.22577060545254 -1.5842022251205674 40049328789686455.png
181.2230631538865 -1.5855727852425772 40049328789686478.png
181.26397846403236 -1.5837526989658084 40049328789686550.png
181.26464324074203 -1.5828286808253083 40049328789686551.png
181.23888469697997 -1.5835324813892098 40049328789686561.png
181.35087340227992 -1.582366264853221 40049328789686579.png
181.26131791193438 -1.5831048007404425 40049328789686585.png
181.20885630312554 -1.5817513386087247 40049328789686635.png
181.2084895762249 -1.581200320343663 40049328789686636.png
181.23331902125804 -1.5800587998378433 40049328789686669.png
181.24177781269088 -1.5807467242800557 40049328789686671.png
181.22102655124326 -1.5020589837218146 40049333084623214.png
181.23304098556616 -1.5759764410719632 40049333084641784.png
181.34507613061464 -1.5756474049595692 40049333084641820.png
181.35001441818056 -1.5751007302304254 40049333084641864.png
181.2282475734205 -1.5720855414855126 40049333084642120.png
181.23495683728615 -1.5663738996402767 40049333084642474.png
181.2190778324284 -1.5660821782397616 40049333084642498.png
181.23589273220054 -1.5623349865373184 40049333084642796.png
181.20754965080943 -1.5593256505813935 40049333084642984.png
181.22230986083258 -1.5532225964096218 40049333084643173.png
181.22120831770826 -1.5541171581368012 40049333084643174.png
181.2136483055296 -1.548858475733683 40049333084643609.png
181.2154734893973 -1.5494737993793664 40049333084643610.png
181.21122470189724 -1.54747898454042 40049333084643801.png
181.20768286834598 -1.5330371887787404 40049333084644858.png
181.21358229460475 -1.525569522327267 40049333084645229.png
181.2224920645597 -1.5010268639041928 40049333084646688.png
181.22082367407165 -1.4921356202394274 40049333084647160.png
181.21264304586668 -1.4905746259784112 40049333084647252.png
181.04422907890543 -1.9056554185680148 40049461933640352.png
181.07626983842513 -1.8897310218037793 40049461933641199.png
181.04207491473213 -1.8874944281646269 40049461933641321.png
181.04134265367117 -1.8834175138906875 40049461933641542.png
181.08026688137528 -1.8800103217324988 40049461933641714.png
181.07697747772164 -1.8781622684826254 40049461933641807.png
181.12496349966725 -1.8459973881150031 40049461933643512.png
181.07385640079465 -1.8448287047204157 40049461933643591.png
181.14735692880387 -1.8401512647420473 40049461933643803.png
181.06643081363444 -1.8357603067357529 40049461933644038.png
181.06440672639684 -1.8295482262356344 40049461933644354.png
181.10599076913624 -1.8194160009068827 40049461933644896.png
181.0804214538825 -1.819149889120995 40049461933644921.png
181.03468020934417 -1.8166658643738427 40049461933645062.png
181.20461516878842 -1.8119651571247022 40049461933645331.png
181.0392849512913 -1.8087360062945859 40049461933645502.png
181.1268194953611 -1.8079835427840303 40049461933645544.png
181.033790740781 -1.7992102076316263 40049461933646010.png
181.1608381100081 -1.7975752877539044 40049461933646082.png
181.14931425249338 -1.7958985736364281 40049461933646183.png
181.1517765034228 -1.795676703601017 40049461933646186.png
181.16496263772152 -1.7922852843675308 40049461933646344.png
181.07190324227864 -1.7921714320143112 40049461933646346.png
181.03968173620825 -1.789534103261782 40049461933646489.png
181.1650538848047 -1.7845292277040807 40049461933646741.png
181.1656496652885 -1.7839356782127225 40049461933646761.png
181.15263166244682 -1.7782755271398714 40049461933647084.png
181.1356655341442 -1.7770801547413873 40049461933647129.png
181.155188569799 -1.7701969742375134 40049461933647490.png
181.16572149845814 -1.7916445087601902 40049461933649009.png
181.03248813253109 -1.9232510963031784 40049461933665044.png
181.0742906369357 -1.9217354862563472 40049461933665147.png
181.07802441619438 -1.9193653126034917 40049461933665253.png
181.04969494647492 -1.9194973582636181 40049461933665272.png
181.07265514589082 -1.9193643626347507 40049461933665276.png
181.03498365095254 -1.919653017446464 40049461933665279.png
181.0740921419393 -1.9154476460002023 40049461933665565.png
181.07085306863104 -1.9148132041606416 40049461933665594.png
181.08024956368186 -1.913453124499341 40049461933665637.png
181.0670949345635 -1.910430608482234 40049461933665723.png
181.0727179605716 -1.9126907095314216 40049461933665742.png
181.07366013340635 -1.911982307177091 40049461933665743.png
181.03809445813323 -1.908525389306268 40049461933665867.png
181.0371057146018 -1.9050660356291267 40049461933666107.png
181.0466014928073 -1.9036655225237542 40049461933666134.png
181.04218383795106 -1.903834344004422 40049461933666171.png
181.07026905937786 -1.9049605899806927 40049461933666178.png
181.04597987887394 -1.9011949496108655 40049461933666307.png
181.0724281609541 -1.9019159684095521 40049461933666312.png
181.04506633905171 -1.8989472130975211 40049461933666440.png
181.03282434209066 -1.8982393592289595 40049461933666469.png
181.0373814984824 -1.8933363663327758 40049461933666486.png
181.0376076662592 -1.8954576157552367 40049461933666487.png
181.0383851205876 -1.892316387047442 40049461933666488.png
181.03744096109506 -1.89370223451432 40049461933666490.png
181.04245968267378 -1.8980215476578606 40049461933666560.png
181.0407739482348 -1.8976495716986355 40049461933666561.png
181.0418484986732 -1.897703447817654 40049461933666563.png
181.04321252581292 -1.8935448134771853 40049461933666646.png
181.04278432817497 -1.8908677080796903 40049461933666800.png
181.04682082254007 -1.891025943119337 40049461933666816.png
181.04708643605426 -1.8902266256138516 40049461933666817.png
181.0461971113976 -1.8902566169771056 40049461933666823.png
181.02851571471697 -1.8893731611997275 40049461933666955.png
181.02912226012992 -1.886824848418861 40049461933667081.png
181.04976874531025 -1.8859662288018522 40049461933667099.png
181.0411888273248 -1.8864489393515158 40049461933667119.png
181.0401202378518 -1.8836955775426996 40049461933667145.png
181.0373741714189 -1.8792715344592137 40049461933667384.png
181.0270304083059 -1.8800006865548062 40049461933667393.png
181.02853524152778 -1.8795487832100992 40049461933667394.png
181.07608945928516 -1.876339051466361 40049461933667612.png
181.07519563648134 -1.87606044616047 40049461933667613.png
181.06468773469066 -1.8771541045547224 40049461933667633.png
181.0681520160923 -1.8678114150345155 40049461933668103.png
181.02295219945086 -1.865667129263518 40049461933668286.png
181.0371389062913 -1.8627687310698284 40049461933668294.png
181.0750676544593 -1.8638093203395303 40049461933668329.png
181.07525416203103 -1.8631997314543665 40049461933668330.png
181.07648035501248 -1.8615293341409558 40049461933668419.png
181.04205069696403 -1.8600923513184584 40049461933668501.png
181.02179461566587 -1.8597144124099887 40049461933668503.png
181.03293572832877 -1.858485738327484 40049461933668563.png
181.0340075502542 -1.849101758003139 40049461933668960.png
181.14505619880967 -1.8487698252057223 40049461933668984.png
181.1220955543746 -1.8484548555072684 40049461933668991.png
181.0254627759047 -1.8488686179533302 40049461933668993.png
181.16168279087444 -1.8492130355697238 40049461933669001.png
181.06622644158983 -1.8475350520286835 40049461933669039.png
181.0314276119886 -1.8451683719121055 40049461933669134.png
181.1608374574292 -1.8460315855505647 40049461933669183.png
181.06575968671274 -1.8447569172958767 40049461933669229.png
181.06637934964107 -1.8452478944841337 40049461933669230.png
181.09905360553898 -1.8427935527130261 40049461933669326.png
181.14448284953323 -1.8401433939296392 40049461933669415.png
181.06473350806894 -1.840105939719347 40049461933669418.png
181.07690677031638 -1.8411803059117544 40049461933669463.png
181.03531657387833 -1.8357698059687926 40049461933669617.png
181.04498098164305 -1.8376133366509466 40049461933669648.png
181.0452328285349 -1.838558918676917 40049461933669649.png
181.04428092456473 -1.8378797225814758 40049461933669650.png
181.04434901378679 -1.8375408709996952 40049461933669651.png
181.0444734897153 -1.837429458459218 40049461933669652.png
181.04402123134292 -1.8372063619922363 40049461933669654.png
181.0449579613041 -1.8382352657600471 40049461933669657.png
181.04457470756049 -1.8364865910989308 40049461933669662.png
181.1251543084089 -1.8347608519986442 40049461933669696.png
181.16358392954604 -1.832089671161651 40049461933669848.png
181.09815855395058 -1.8267972600066034 40049461933670047.png
181.098749658589 -1.8273119802319526 40049461933670048.png
181.02338074964794 -1.8267707979900403 40049461933670111.png
181.1345057654684 -1.8244934375935227 40049461933670229.png
181.0414007812149 -1.8233158118911932 40049461933670272.png
181.16055245147086 -1.821391145960818 40049461933670373.png
181.12350692925844 -1.820904382083563 40049461933670392.png
181.102080568368 -1.8207709868203874 40049461933670411.png
181.04173894482545 -1.8202610180415981 40049461933670476.png
181.03695628274627 -1.8176906853139647 40049461933670554.png
181.13935115571576 -1.8174593134804402 40049461933670571.png
181.10038271813852 -1.817117073203921 40049461933670592.png
181.14406973270866 -1.8149940179014499 40049461933670695.png
181.14585351223823 -1.8148802998290556 40049461933670730.png
181.11532989983073 -1.8141675943639626 40049461933670770.png
181.14272298444365 -1.814186592601963 40049461933670772.png
181.1988286635037 -1.8119127763332705 40049461933670844.png
181.09724318438853 -1.8120093958253822 40049461933670847.png
181.13601963149645 -1.8123487854024325 40049461933670852.png
181.03868564689756 -1.8123694120401137 40049461933670890.png
181.12004680301428 -1.8101494715073307 40049461933670930.png
181.12762784235326 -1.8101626345430035 40049461933670942.png
181.1271921241611 -1.8109825425822852 40049461933670943.png
181.15835616882833 -1.8033641428766098 40049461933671203.png
181.09959362812475 -1.8026149384101666 40049461933671265.png
181.03437051292022 -1.8016914944594102 40049461933671307.png
181.08050797964503 -1.80075570221336 40049461933671375.png
181.04207045740552 -1.8006163376029833 40049461933671378.png
181.06882647396517 -1.8008036045599911 40049461933671392.png
181.1547573825793 -1.7953586220804176 40049461933671447.png
181.16302919211054 -1.7816215969416656 40049461933671452.png
181.1336043605697 -1.798948576928567 40049461933671540.png
181.10102314272507 -1.7929955386593874 40049461933671730.png
181.09928904177767 -1.7943887723249021 40049461933671731.png
181.1632151941056 -1.795435157048747 40049461933671754.png
181.16208890383496 -1.7951029627413566 40049461933671755.png
181.02741815968494 -1.7941306705177609 40049461933671779.png
181.1997669443397 -1.7908161960243252 40049461933671889.png
181.1478035909291 -1.790878482306482 40049461933671965.png
181.0449108760096 -1.78989207953773 40049461933671978.png
181.1445217038476 -1.7897251686801272 40049461933671982.png
181.1442506071524 -1.7908199956231758 40049461933671983.png
181.0336603853901 -1.788079129897921 40049461933672167.png
181.10855558013387 -1.785875502877819 40049461933672250.png
181.11891414985092 -1.7845094155780505 40049461933672315.png
181.0769936395055 -1.784639551396082 40049461933672333.png
181.0769117868691 -1.7850015977036675 40049461933672334.png
181.14747036532935 -1.782643955598754 40049461933672409.png
181.14681024392328 -1.7824169305917605 40049461933672410.png
181.1050086080532 -1.7817819934972634 40049461933672443.png
181.15097634234772 -1.780959384575713 40049461933672467.png
181.10455712236347 -1.779435347143184 40049461933672558.png
181.07232443647695 -1.777762720563757 40049461933672580.png
181.15516237281963 -1.777375164272619 40049461933672650.png
181.04301059918922 -1.777730559902048 40049461933672651.png
181.1395099137593 -1.7708430346265769 40049461933672871.png
181.09879541849963 -1.7716317144070386 40049461933672899.png
181.09850542235245 -1.771214848521168 40049461933672901.png
181.09835617517365 -1.7719250946863447 40049461933672904.png
181.16352307715132 -1.7703626620410904 40049461933672933.png
181.04533328595403 -1.7709491508472794 40049461933672937.png
181.02322273337995 -1.7695256741725776 40049461933673019.png
181.16029158376296 -1.7699664226009904 40049461933673049.png
181.13618538300977 -1.7680025960500765 40049461933673122.png
181.14444724125534 -1.766859066994631 40049461933673257.png
181.13841725286247 -1.767099931309342 40049461933673289.png
181.03125467686127 -1.7663356791238007 40049461933673355.png
181.16258408367653 -1.766597169493517 40049461933673357.png
181.04143032612404 -1.7660515272017545 40049461933673375.png
181.0803510765329 -1.7666171171257221 40049461933673389.png
181.1407052525035 -1.7674694375835627 40049461933673411.png
181.1151228059713 -1.7657601833229755 40049461933673432.png
181.19357326707396 -1.7623944659871413 40049466228605282.png
181.10250634911603 -1.760760121546903 40049466228605358.png
181.06958706479074 -1.7572355114703428 40049466228605579.png
181.0259865849575 -1.7571402518309234 40049466228605582.png
181.0730767863253 -1.7477246338814356 40049466228606123.png
181.03028630024357 -1.7274410557937696 40049466228607155.png
181.16461843428348 -1.7195902818763777 40049466228607634.png
181.17510281960006 -1.7117315342941282 40049466228608070.png
181.06960980476487 -1.7116639585677398 40049466228608080.png
181.08069314215714 -1.708606905756488 40049466228608226.png
181.07669794925638 -1.704884415553336 40049466228608406.png
181.1011455061478 -1.705059324803036 40049466228608416.png
181.07204912775626 -1.7024457290501926 40049466228608558.png
181.11075631566382 -1.6902197764692979 40049466228609235.png
181.13829703260487 -1.6875840828801252 40049466228609370.png
181.1104891318125 -1.6875218000075034 40049466228609379.png
181.12978889819925 -1.6840469887816307 40049466228609548.png
181.16816938737463 -1.6744888473696586 40049466228610046.png
181.12828276607257 -1.6739397034404297 40049466228610086.png
181.200988772391 -1.6713268279826667 40049466228610233.png
181.08039377608253 -1.6673871676430136 40049466228610432.png
181.10522395217808 -1.6618943981816159 40049466228610728.png
181.1128380113329 -1.6330329126248697 40049466228612313.png
181.12512389766493 -1.632342799555367 40049466228612356.png
181.14918711155696 -1.626262189062258 40049466228612688.png
181.0958371729858 -1.625788094078204 40049466228612720.png
181.07211484613188 -1.6242983727563294 40049466228612821.png
181.15233269491452 -1.6032077866368761 40049466228614059.png
181.19398728267612 -1.5875118695277481 40049466228614932.png
181.15102762040286 -1.5794236571774085 40049466228615350.png
181.0472931702309 -1.7637814344423772 40049466228630893.png
181.02605992894146 -1.763930973613555 40049466228630904.png
181.14492372450306 -1.764605528408996 40049466228630930.png
181.14394271012677 -1.7643960106591763 40049466228630931.png
181.0403533959955 -1.7631148861231791 40049466228630960.png
181.04173305668692 -1.762872936741446 40049466228630961.png
181.03813388698273 -1.7583285551166161 40049466228630962.png
181.10103003142595 -1.7629528628096676 40049466228630970.png
181.10116397713855 -1.7626038478137271 40049466228630971.png
181.03480053615468 -1.7620123408218649 40049466228630990.png
181.0478187731039 -1.7617186907126177 40049466228631002.png
181.04404697751698 -1.7620240108364054 40049466228631003.png
181.13256889433447 -1.7626658617487392 40049466228631060.png
181.13858570961602 -1.7610275818350205 40049466228631083.png
181.14207062723605 -1.7607620213154302 40049466228631088.png
181.03704114033698 -1.76047094966011 40049466228631156.png
181.02628301176702 -1.7594563380028796 40049466228631165.png
181.07523692320032 -1.7587218067302703 40049466228631168.png
181.1683008664407 -1.7585539488022282 40049466228631227.png
181.1418118004514 -1.7581761667461615 40049466228631250.png
181.1838205327233 -1.7591533251594602 40049466228631253.png
181.02963466074397 -1.758276175853418 40049466228631269.png
181.13410011177257 -1.7571912740873301 40049466228631307.png
181.12225839546014 -1.7522183747015092 40049466228631511.png
181.18433837355553 -1.7508576043611361 40049466228631543.png
181.13681125837783 -1.7505365452087007 40049466228631567.png
181.04042974015894 -1.7503391060699887 40049466228631569.png
181.16872059880745 -1.7502945974560236 40049466228631576.png
181.12436340802316 -1.7482078502709506 40049466228631613.png
181.12709726042888 -1.751559293849815 40049466228631622.png
181.12744879075294 -1.749167634274535 40049466228631623.png
181.1460168064998 -1.7485835948619868 40049466228631658.png
181.10393947685154 -1.7491375095606123 40049466228631684.png
181.19417789048055 -1.7472179420749627 40049466228631733.png
181.03260873773277 -1.7453635109351222 40049466228631751.png
181.03111368105826 -1.746395212740326 40049466228631760.png
181.1786649444233 -1.744003559742656 40049466228631894.png
181.14480749213658 -1.7441509261883783 40049466228631902.png
181.14179942145014 -1.7429995413279455 40049466228631959.png
181.17046975960375 -1.7428756504591767 40049466228631970.png
181.13872681270232 -1.7421096441185844 40049466228631974.png
181.13923774433664 -1.7418211535917012 40049466228631975.png
181.13902243673692 -1.7419244185400389 40049466228631976.png
181.13934234563285 -1.7432176055603565 40049466228631977.png
181.13740971323426 -1.7428486468645465 40049466228631978.png
181.11617161935018 -1.743337154163953 40049466228631994.png
181.20733256720203 -1.742475210258917 40049466228632014.png
181.20678723276873 -1.7426811974471956 40049466228632015.png
181.134330010922 -1.7411554272669054 40049466228632073.png
181.18854983580923 -1.7418453075475726 40049466228632112.png
181.18825073405986 -1.7423103391066652 40049466228632113.png
181.17494447361395 -1.7374810455546248 40049466228632186.png
181.02291759829592 -1.7370344698468312 40049466228632205.png
181.1635302089358 -1.7373330011499755 40049466228632219.png
181.1775059208176 -1.7356711322632747 40049466228632255.png
181.1995886262464 -1.7351557591599105 40049466228632288.png
181.16926987898054 -1.7355655608262384 40049466228632356.png
181.03657053433045 -1.7344848787428466 40049466228632391.png
181.20415040531967 -1.7341657221230884 40049466228632420.png
181.1554538631868 -1.733837338242274 40049466228632451.png
181.17054458580046 -1.73317527851693 40049466228632483.png
181.12886784118373 -1.7329431030870146 40049466228632500.png
181.07738662278894 -1.72878973234672 40049466228632692.png
181.14773127637943 -1.728260655878794 40049466228632741.png
181.14896327864932 -1.72747565810809 40049466228632742.png
181.1372264714875 -1.7269540452484795 40049466228632767.png
181.04193613088339 -1.7257273600033889 40049466228632831.png
181.1079641244959 -1.7255649328239662 40049466228632838.png
181.11321651164013 -1.7258762176729043 40049466228632843.png
181.02144956107 -1.7270550025649707 40049466228632875.png
181.1737196927256 -1.7227571295044133 40049466228632923.png
181.1738648047501 -1.7232461744010437 40049466228632924.png
181.11166282349012 -1.7220683417330747 40049466228633065.png
181.16798530269193 -1.721836846135329 40049466228633083.png
181.1480797401351 -1.7214734550954585 40049466228633088.png
181.19884933970863 -1.7209808825866457 40049466228633096.png
181.17093977162315 -1.7187459890823982 40049466228633203.png
181.20552288192005 -1.7173821218426086 40049466228633242.png
181.10546024123403 -1.7164929151215775 40049466228633295.png
181.07985587467297 -1.7157532441660537 40049466228633297.png
