# ra dec outfile
180.65761623684426 -1.5378904125421846 40044247843364717.png
180.73172958833948 -1.533684121825357 40044247843364889.png
180.69037615770281 -1.5308090160941332 40044247843364913.png
180.68547787632895 -1.5306696705769576 40044247843364934.png
180.69713208503114 -1.5306727912651692 40044247843364982.png
180.70395608444542 -1.5293492128246349 40044247843365003.png
180.735200450803 -1.527710853148476 40044247843365020.png
180.68090262076663 -1.5275658091926478 40044247843365080.png
180.73743115212937 -1.5284807124381234 40044247843365108.png
180.6997907947784 -1.5240739026537364 40044247843365266.png
180.67111842305553 -1.5231043215896973 40044247843365285.png
180.7039868944726 -1.5223069208652398 40044247843365406.png
180.7351853264683 -1.5203278704177776 40044247843365446.png
180.73400535159496 -1.5198067180548684 40044247843365448.png
180.71240458877216 -1.5211165867949534 40044247843365486.png
180.68828769839047 -1.5182416335448288 40044247843365507.png
180.7060790744233 -1.5199646512231588 40044247843365523.png
180.6670014565786 -1.5183448870263447 40044247843365542.png
180.67601525960572 -1.5147656167844332 40044247843365697.png
180.68830179317368 -1.5140934527445928 40044247843365738.png
180.7200765483943 -1.514292496858201 40044247843365741.png
180.68398931571005 -1.5114905489894004 40044247843365819.png
180.68694817700725 -1.5115323387039297 40044247843365835.png
180.69449903802868 -1.51059573370403 40044247843365853.png
180.69599285658757 -1.5112619267017453 40044247843365854.png
180.70143366260893 -1.5102468983074906 40044247843365922.png
180.68908761571151 -1.5092712178048886 40044247843366012.png
180.6856068020278 -1.507833816398941 40044247843366062.png
180.74363395181453 -1.5048358185588981 40044247843366117.png
180.67551648106686 -1.5067764572582316 40044247843366134.png
180.6619796280893 -1.5059815047917675 40044247843366151.png
180.73156725760325 -1.5033780680212672 40044247843366241.png
180.73144114717306 -1.5025833881540205 40044247843366250.png
180.66850331441174 -1.5037841594497674 40044247843366269.png
180.70274844337078 -1.503481456476684 40044247843366295.png
180.72349495652782 -1.5023954708979947 40044247843366362.png
180.6995698894708 -1.498172831949644 40044247843366477.png
180.68163484029344 -1.497719253550903 40044247843366480.png
180.6965298630648 -1.4996140260374158 40044247843366515.png
180.6660687606441 -1.4984043021468418 40044247843366525.png
180.72603036294475 -1.4956890741505178 40044247843366639.png
180.71961910429758 -1.4947528829861776 40044247843366658.png
180.70888127294293 -1.4958265179014507 40044247843366713.png
180.7390348902041 -1.4930728957264412 40044247843366814.png
180.66628418220517 -1.4939416533131047 40044247843366825.png
180.6651702191999 -1.490364186941067 40044247843366962.png
180.71125516052777 -1.4896936585628882 40044247843366968.png
180.6669563530316 -1.489814820393533 40044247843366970.png
180.67617339491645 -1.4882277773232975 40044247843367024.png
180.5210054022468 -1.9457557845527573 40044376692359735.png
180.5236000598593 -1.9440429651618734 40044376692359814.png
180.51188500240895 -1.9408006778611917 40044376692359981.png
180.5167587744555 -1.9402296038346176 40044376692360003.png
180.50607949463065 -1.9287822430012629 40044376692360543.png
180.50481703090276 -1.9038267443232646 40044376692361795.png
180.5526671202299 -1.8961341199400519 40044376692362164.png
180.55444934795116 -1.8959306936789457 40044376692362180.png
180.54687888159884 -1.8880979186833875 40044376692362588.png
180.53120828606336 -1.8807624085835388 40044376692362933.png
180.51287014238926 -1.878420789545853 40044376692363044.png
180.60061623924827 -1.8445248634480897 40044376692364693.png
180.64286368575702 -1.8362584737251166 40044376692365040.png
180.63204551632913 -1.8360300849737217 40044376692365053.png
180.5866847866627 -1.8325127933228147 40044376692365232.png
180.62437490926987 -1.8253094167675323 40044376692365555.png
180.49095768784093 -1.8077727987764916 40044376692366358.png
180.49959380959578 -1.8071812772530602 40044376692366391.png
180.61464766473802 -1.804334540208788 40044376692366510.png
180.52152683299457 -1.79617051712942 40044376692366893.png
180.6492739333125 -1.7953146551851675 40044376692366937.png
180.50379789905284 -1.7770490796831138 40044376692367766.png
180.54351447041196 -1.7696566231251303 40044376692368135.png
180.5118744092802 -1.9495538228870846 40044376692382285.png
180.5097025897698 -1.94641534465841 40044376692382400.png
180.5118048106152 -1.946495957577906 40044376692382401.png
180.50062655229354 -1.946549970950364 40044376692382409.png
180.50165764958237 -1.9451294741150635 40044376692382484.png
180.50692788010147 -1.942765239127555 40044376692382503.png
180.52752407262173 -1.9408945902433432 40044376692382544.png
180.54720184304634 -1.943308628817303 40044376692382568.png
180.5371065758286 -1.9387574062826254 40044376692382681.png
180.50085987127198 -1.9381289270577042 40044376692382724.png
180.51890264306797 -1.932107426625978 40044376692383062.png
180.50085156106698 -1.9316833303197145 40044376692383065.png
180.54333312435142 -1.9307116412619492 40044376692383077.png
180.53901975459752 -1.9301542774120821 40044376692383089.png
180.50308561846902 -1.9301132927875295 40044376692383091.png
180.5045747485635 -1.9308062316388317 40044376692383092.png
180.50379232141327 -1.9295300084034543 40044376692383095.png
180.5018678407191 -1.929707653626276 40044376692383097.png
180.5463393140637 -1.925176281278504 40044376692383268.png
180.54407430724427 -1.9251509034559366 40044376692383269.png
180.52088976773427 -1.925817105351144 40044376692383305.png
180.5045719117361 -1.9240440507707415 40044376692383319.png
180.5115259777144 -1.9180610060192198 40044376692383592.png
180.54816728270066 -1.9142258537215355 40044376692383738.png
180.54678570737298 -1.9120398478938108 40044376692383780.png
180.55178583155475 -1.9113230318387466 40044376692383904.png
180.54511183418705 -1.907540006814166 40044376692384041.png
180.5105521359514 -1.90730238057394 40044376692384081.png
180.51027347834113 -1.9076529166097171 40044376692384082.png
180.50993105026436 -1.907368470792799 40044376692384083.png
180.5227627743956 -1.9054856469478512 40044376692384107.png
180.51464753210996 -1.9054650192221614 40044376692384172.png
180.5114892071847 -1.9053812869434432 40044376692384194.png
180.52420016731705 -1.9033257082751789 40044376692384291.png
180.50642017802642 -1.8978224638346342 40044376692384473.png
180.53780552352694 -1.8966818374637382 40044376692384544.png
180.5194368124012 -1.8831709343008196 40044376692385019.png
180.53496561981353 -1.8793395235027135 40044376692385170.png
180.54884687234394 -1.869103198858989 40044376692385665.png
180.53344047497006 -1.8685849381685753 40044376692385688.png
180.53108801803225 -1.8679587915211602 40044376692385695.png
180.54121119321454 -1.8510708291452966 40044376692386394.png
180.59368108983023 -1.8509301035886503 40044376692386403.png
180.6057402457041 -1.8466569102025523 40044376692386504.png
180.59478779408332 -1.8475505223104565 40044376692386518.png
180.59621256614642 -1.8469777148620135 40044376692386519.png
180.64698661025946 -1.8452998691363738 40044376692386532.png
180.52907326045062 -1.8445498329834742 40044376692386683.png
180.60210196215897 -1.8379656228925603 40044376692386885.png
180.64988989090355 -1.8361898078229364 40044376692386963.png
180.6394107541317 -1.8349504294530323 40044376692387042.png
180.50445072348714 -1.8332815514500462 40044376692387101.png
180.65072151444005 -1.8327962770845372 40044376692387115.png
180.61130872153586 -1.832638997193961 40044376692387143.png
180.64825655976745 -1.8322242885927185 40044376692387146.png
180.6282952284699 -1.831456480840329 40044376692387156.png
180.6293971784885 -1.830824104960487 40044376692387157.png
180.62508852813994 -1.8309604864350146 40044376692387180.png
180.54676613166566 -1.830406004206226 40044376692387192.png
180.65235466116334 -1.8292526654352455 40044376692387214.png
180.5130708067754 -1.8287166393145073 40044376692387234.png
180.64063444649392 -1.8296916641622827 40044376692387276.png
180.60555171163938 -1.8269952501839228 40044376692387297.png
180.61158602104715 -1.8278950947809516 40044376692387306.png
180.50454224814675 -1.826734836788669 40044376692387317.png
180.64921766207726 -1.8280586165816592 40044376692387340.png
180.65062007844165 -1.8259618746871653 40044376692387362.png
180.6392550453794 -1.8245464972624676 40044376692387394.png
180.64719772541235 -1.823352858643307 40044376692387402.png
180.53173458958008 -1.8245752661884835 40044376692387408.png
180.53205558829697 -1.823962569585283 40044376692387409.png
180.62059515602436 -1.822901241145732 40044376692387449.png
180.5216178589465 -1.8212226037838086 40044376692387491.png
180.50599906545003 -1.8201966952202455 40044376692387517.png
180.53260770114412 -1.8194808665087823 40044376692387615.png
180.49247611549976 -1.8192053912699369 40044376692387622.png
180.62850388704445 -1.818852837306419 40044376692387658.png
180.63576774360524 -1.8169870707685374 40044376692387687.png
180.5361547315634 -1.8169957556908602 40044376692387703.png
180.51443755217286 -1.8173955335667344 40044376692387709.png
180.52558898642874 -1.815451875702055 40044376692387713.png
180.48430196818128 -1.8154544540361748 40044376692387730.png
180.61055786173588 -1.8165353191634253 40044376692387744.png
180.64056156029113 -1.8159112263387616 40044376692387749.png
180.58988732040126 -1.8143663973643482 40044376692387788.png
180.50499950480267 -1.8145571939845841 40044376692387837.png
180.5963079931384 -1.812968534546343 40044376692387848.png
180.59750425138208 -1.8139629562130066 40044376692387849.png
180.53172054569566 -1.8108382919354442 40044376692387892.png
180.5326426066808 -1.812171694871486 40044376692387893.png
180.62600403451262 -1.8107169748434158 40044376692387946.png
180.62513091553603 -1.8110843186805679 40044376692387947.png
180.5482159909931 -1.812562515376641 40044376692387967.png
180.58658788010968 -1.8080754125232428 40044376692388053.png
180.58357716547695 -1.8057892551209422 40044376692388087.png
180.5853803247164 -1.8069165242775822 40044376692388088.png
180.64228756858716 -1.8086418296000781 40044376692388107.png
180.6414277785389 -1.8072837316439854 40044376692388108.png
180.64210499255677 -1.8078007532281124 40044376692388112.png
180.4965201661933 -1.805811917200145 40044376692388144.png
180.51524942740764 -1.8045735096214612 40044376692388166.png
180.50920136486022 -1.8041263749424732 40044376692388198.png
180.55400391814052 -1.805273048315515 40044376692388202.png
180.64505853996718 -1.8047833033509195 40044376692388214.png
180.64579054025617 -1.8039951521303825 40044376692388215.png
180.63380148059468 -1.8034931944287738 40044376692388227.png
180.64089653853503 -1.8036392086039832 40044376692388270.png
180.61419313675532 -1.802086112331399 40044376692388283.png
180.6077306014369 -1.7982847298981042 40044376692388321.png
180.51053758449177 -1.8014500828116466 40044376692388341.png
180.48433227006677 -1.8006855449544186 40044376692388355.png
180.58818973953439 -1.7999819370039372 40044376692388394.png
180.5245068463008 -1.7998878964633371 40044376692388399.png
180.58551385467456 -1.798507957255679 40044376692388417.png
180.64719140675993 -1.7985758075217517 40044376692388446.png
180.52798732396977 -1.7989321571605912 40044376692388465.png
180.63612097662104 -1.7990412604150368 40044376692388474.png
180.5107666107987 -1.79770623870277 40044376692388533.png
180.5469108711798 -1.788520289858659 40044376692388554.png
180.54173552666026 -1.790382770407107 40044376692388555.png
180.54151929847893 -1.7904715181613358 40044376692388557.png
180.54281403573668 -1.7903290332369102 40044376692388558.png
180.54526998401653 -1.797089344470314 40044376692388585.png
180.54142391056283 -1.7926013298523673 40044376692388588.png
180.55075640398698 -1.7972315585203746 40044376692388608.png
180.64915257742632 -1.7937565450922532 40044376692388705.png
180.60297725609237 -1.7940981024689744 40044376692388707.png
180.6071983153591 -1.793001780864932 40044376692388727.png
180.48608383688372 -1.790851070914074 40044376692388802.png
180.48708994788504 -1.790535839930848 40044376692388803.png
180.60114871588146 -1.7892571398604462 40044376692388810.png
180.6279138961842 -1.7890212935477423 40044376692388836.png
180.62732188671302 -1.7886734949267415 40044376692388837.png
180.50859644670396 -1.7873143262307734 40044376692388904.png
180.491802145316 -1.7873745768984552 40044376692388911.png
180.50317663196103 -1.7864183013318555 40044376692388968.png
180.60024940357118 -1.7837276509671809 40044376692389080.png
180.6078552270155 -1.781836544613264 40044376692389154.png
180.59793499269625 -1.780963726951108 40044376692389173.png
180.54915926162226 -1.7820419933581766 40044376692389185.png
180.54706228268967 -1.7818791541925578 40044376692389198.png
180.55452004172545 -1.7832216278438286 40044376692389200.png
180.55576235586756 -1.7858189161482152 40044376692389201.png
180.55578366563918 -1.7871176973763505 40044376692389202.png
180.52860110935544 -1.7804575688880502 40044376692389246.png
180.59953938832808 -1.7793913806292345 40044376692389269.png
180.63475854287955 -1.7791874248698973 40044376692389289.png
180.48766492286128 -1.7779654548745172 40044376692389320.png
180.4883598122676 -1.7778342339358941 40044376692389321.png
180.48708452822027 -1.7783055166265043 40044376692389322.png
180.48734491019354 -1.777595132311632 40044376692389325.png
180.64009934576475 -1.7780166134022366 40044376692389331.png
180.53466446195267 -1.7736049080131975 40044376692389346.png
180.54858261111121 -1.7774374500996366 40044376692389360.png
180.53668106510477 -1.7779863525222737 40044376692389389.png
180.60175274319687 -1.7695482001057259 40044376692389465.png
180.55652308833263 -1.7735861815940097 40044376692389528.png
180.63829495710124 -1.7697790230870687 40044376692389651.png
180.63883559437176 -1.7696788776630634 40044376692389652.png
180.61883805006755 -1.7691843927490103 40044376692389804.png
180.63280982155317 -1.7682898693315827 40044376692389832.png
180.63557040052638 -1.7646480018935402 40044376692389971.png
180.53815790633422 -1.7634850700950817 40044380987326776.png
180.52506302954723 -1.76181815721856 40044380987326881.png
180.55438946472714 -1.6494705915200638 40044380987332824.png
180.58268044572557 -1.636285782631392 40044380987333490.png
180.65245444071968 -1.6294237297274525 40044380987333850.png
180.6417149194896 -1.6248082890847422 40044380987334076.png
180.5570945645382 -1.6245131671919115 40044380987334080.png
180.56102539485713 -1.6170584703004733 40044380987334493.png
180.58531002971068 -1.611520790734685 40044380987334805.png
180.60284350158537 -1.6112860516369483 40044380987334807.png
180.5013982437561 -1.6071353803792037 40044380987335088.png
180.55437911261777 -1.6019332809669646 40044380987335363.png
180.50609367921996 -1.600950773730502 40044380987335406.png
180.5524725615247 -1.5938287297415275 40044380987335782.png
180.4975783958176 -1.593316785865839 40044380987335812.png
180.64975384423028 -1.5930143414785294 40044380987335823.png
180.50789713490013 -1.5927313002482555 40044380987335849.png
180.6257404380422 -1.5914493383458908 40044380987335896.png
180.62821465115604 -1.5884052247637328 40044380987336088.png
180.6226210216285 -1.5800057468972275 40044380987336492.png
180.54274444066513 -1.7643456666956057 40044380987349483.png
180.4923488018688 -1.763820651156705 40044380987349527.png
180.53056498018333 -1.7643109280045564 40044380987349535.png
180.53129752293754 -1.7635483053410472 40044380987349542.png
180.61058044265292 -1.76375958706901 40044380987349559.png
180.51160209412942 -1.7635369067128601 40044380987349570.png
180.59584790257222 -1.7632522124267458 40044380987349572.png
180.64762003239426 -1.7623224104190824 40044380987349611.png
180.64625382289069 -1.761872707746584 40044380987349612.png
180.53921366823533 -1.760678295804325 40044380987349703.png
180.5372228458099 -1.7587925051830595 40044380987349735.png
180.59164781563447 -1.7592593050153547 40044380987349748.png
180.49447235025676 -1.7587165145237396 40044380987349774.png
180.548538929375 -1.7583152567543177 40044380987349802.png
180.5463088450891 -1.7584193367964698 40044380987349805.png
180.60983531742488 -1.6670354562542837 40044380987354464.png
180.52187266872212 -1.6657752933182448 40044380987354527.png
180.5185745816633 -1.6653338904690533 40044380987354529.png
180.6104625414686 -1.6609486338368022 40044380987354582.png
180.63067919166485 -1.6643768621287895 40044380987354595.png
180.5271759736858 -1.664267766626517 40044380987354618.png
