# ra dec outfile fov
348.4060176812334 1.4321713445794781 42679090020373613.png 5.199999809265137
348.37882947116026 1.4345166026592895 42679090020373635.png 5.5
348.4213849460179 1.4373641951024436 42679090020373666.png 5.900000095367432
348.4230305052092 1.4371197850329016 42679090020373667.png 5.099999904632568
348.4221732919421 1.4373212689074404 42679090020373668.png 6.199999809265137
348.4225639982643 1.4388318804287359 42679090020373670.png 3.799999952316284
348.27716596982964 1.4350333123465542 42679090020373683.png 4.800000190734863
348.3812063713016 1.4364099758407964 42679090020373712.png 4.099999904632568
348.3721103333225 1.4364503028540199 42679090020373722.png 5.5
348.27778559361946 1.4394569397025874 42679090020373833.png 3.5
348.2784426997565 1.4396368247730449 42679090020373834.png 6.599999904632568
